Year,Month,Day,Hour,Minute,DNI,DHI,Wind Speed,Temperature,GHI,PoA Irradiance (W/m^2),kW Generated (1000 kW Array)
2016,1,1,0,0,0.0,0.0,2.8,3.0,0.0,0.0,0.0
2016,1,1,0,15,0.0,0.0,2.8,3.0,0.0,0.0,0.0
2016,1,1,0,30,0.0,0.0,2.8,3.0,0.0,0.0,0.0
2016,1,1,0,45,0.0,0.0,2.8,3.0,0.0,0.0,0.0
2016,1,1,1,0,0.0,0.0,2.8,3.0,0.0,0.0,0.0
2016,1,1,1,15,0.0,0.0,2.85,3.0,0.0,0.0,0.0
2016,1,1,1,30,0.0,0.0,2.9,3.0,0.0,0.0,0.0
2016,1,1,1,45,0.0,0.0,2.95,3.0,0.0,0.0,0.0
2016,1,1,2,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
2016,1,1,2,15,0.0,0.0,3.05,2.5,0.0,0.0,0.0
2016,1,1,2,30,0.0,0.0,3.1,2.0,0.0,0.0,0.0
2016,1,1,2,45,0.0,0.0,3.15,2.0,0.0,0.0,0.0
2016,1,1,3,0,0.0,0.0,3.2,2.0,0.0,0.0,0.0
2016,1,1,3,15,0.0,0.0,3.25,2.0,0.0,0.0,0.0
2016,1,1,3,30,0.0,0.0,3.3,2.0,0.0,0.0,0.0
2016,1,1,3,45,0.0,0.0,3.35,2.0,0.0,0.0,0.0
2016,1,1,4,0,0.0,0.0,3.4,2.0,0.0,0.0,0.0
2016,1,1,4,15,0.0,0.0,3.45,2.0,0.0,0.0,0.0
2016,1,1,4,30,0.0,0.0,3.5,2.0,0.0,0.0,0.0
2016,1,1,4,45,0.0,0.0,3.55,2.0,0.0,0.0,0.0
2016,1,1,5,0,0.0,0.0,3.6,2.0,0.0,0.0,0.0
2016,1,1,5,15,0.0,0.0,3.6,2.0,0.0,0.0,0.0
2016,1,1,5,30,0.0,0.0,3.6,2.0,0.0,0.0,0.0
2016,1,1,5,45,0.0,0.0,3.6,2.0,0.0,0.0,0.0
2016,1,1,6,0,0.0,0.0,3.6,2.0,0.0,0.0,0.0
2016,1,1,6,15,0.0,0.0,3.55,2.0,0.0,0.0,0.0
2016,1,1,6,30,0.0,0.0,3.5,2.0,0.0,0.0,0.0
2016,1,1,6,45,0.0,0.0,3.5,2.0,0.0,0.0,0.0
2016,1,1,7,0,0.0,0.0,3.5,2.0,0.0,0.0,0.0
2016,1,1,7,15,0.0,0.0,3.5,2.0,0.0,0.0,0.0
2016,1,1,7,30,0.0,0.0,3.5,2.0,0.0,0.0,0.0
2016,1,1,7,45,171.0,15.0,3.55,2.5,30.5,11.42,0.0
2016,1,1,8,0,342.0,30.0,3.6,3.0,61.0,23.71,13.85
2016,1,1,8,15,439.5,39.0,3.65,3.5,100.0,29.69,21.02
2016,1,1,8,30,537.0,48.0,3.7,4.0,139.0,35.45,26.77
2016,1,1,8,45,596.0,54.0,3.75,4.5,180.0,48.75,29.96
2016,1,1,9,0,655.0,60.0,3.8,5.0,221.0,86.17,47.1
2016,1,1,9,15,694.0,64.0,3.8,5.5,259.0,124.21,72.53
2016,1,1,9,30,733.0,68.0,3.8,6.0,297.0,167.3,106.91
2016,1,1,9,45,761.0,71.0,3.8,6.5,331.0,206.63,141.16
2016,1,1,10,0,789.0,74.0,3.8,7.0,365.0,246.92,177.49
2016,1,1,10,15,807.0,76.0,3.75,7.0,393.5,284.25,212.43
2016,1,1,10,30,825.0,78.0,3.7,7.0,422.0,321.21,247.0
2016,1,1,10,45,836.5,79.5,3.65,7.5,443.5,354.9,278.14
2016,1,1,11,0,848.0,81.0,3.6,8.0,465.0,387.32,307.61
2016,1,1,11,15,855.5,82.0,3.5,8.0,479.5,416.23,334.14
2016,1,1,11,30,863.0,83.0,3.4,8.0,494.0,443.28,358.58
2016,1,1,11,45,866.0,84.0,3.3,8.5,501.5,466.32,378.61
2016,1,1,12,0,869.0,85.0,3.2,9.0,509.0,487.03,396.21
2016,1,1,12,15,868.5,84.5,3.1,9.0,508.5,502.1,409.65
2016,1,1,12,30,868.0,84.0,3.0,9.0,508.0,514.52,420.66
2016,1,1,12,45,868.0,82.5,2.9,9.0,500.5,523.46,428.64
2016,1,1,13,0,868.0,81.0,2.8,9.0,493.0,529.64,434.2
2016,1,1,13,15,860.0,80.0,2.65,9.0,477.0,529.48,434.37
2016,1,1,13,30,852.0,79.0,2.5,9.0,461.0,526.5,432.13
2016,1,1,13,45,840.0,77.0,2.45,9.5,438.5,517.68,424.64
2016,1,1,14,0,828.0,75.0,2.4,10.0,416.0,506.23,414.87
2016,1,1,14,15,809.5,73.0,2.35,9.5,387.0,489.04,401.78
2016,1,1,14,30,791.0,71.0,2.3,9.0,358.0,469.64,386.52
2016,1,1,14,45,764.5,67.5,2.25,9.0,323.5,442.83,364.2
2016,1,1,15,0,738.0,64.0,2.2,9.0,289.0,414.48,340.05
2016,1,1,15,15,697.5,60.0,2.15,8.5,250.5,378.24,309.45
2016,1,1,15,30,657.0,56.0,2.1,8.0,212.0,343.92,279.41
2016,1,1,15,45,595.0,50.0,2.05,8.0,171.0,297.36,238.17
2016,1,1,16,0,533.0,44.0,2.0,8.0,130.0,252.58,197.55
2016,1,1,16,15,431.5,35.5,2.05,7.5,91.5,194.61,145.94
2016,1,1,16,30,330.0,27.0,2.1,7.0,53.0,140.72,86.02
2016,1,1,16,45,165.0,13.5,2.15,6.5,26.5,55.97,0.0
2016,1,1,17,0,0.0,0.0,2.2,6.0,0.0,0.0,0.0
2016,1,1,17,15,0.0,0.0,2.25,6.0,0.0,0.0,0.0
2016,1,1,17,30,0.0,0.0,2.3,6.0,0.0,0.0,0.0
2016,1,1,17,45,0.0,0.0,2.4,6.0,0.0,0.0,0.0
2016,1,1,18,0,0.0,0.0,2.5,6.0,0.0,0.0,0.0
2016,1,1,18,15,0.0,0.0,2.55,6.0,0.0,0.0,0.0
2016,1,1,18,30,0.0,0.0,2.6,6.0,0.0,0.0,0.0
2016,1,1,18,45,0.0,0.0,2.65,6.0,0.0,0.0,0.0
2016,1,1,19,0,0.0,0.0,2.7,6.0,0.0,0.0,0.0
2016,1,1,19,15,0.0,0.0,2.65,5.5,0.0,0.0,0.0
2016,1,1,19,30,0.0,0.0,2.6,5.0,0.0,0.0,0.0
2016,1,1,19,45,0.0,0.0,2.6,5.0,0.0,0.0,0.0
2016,1,1,20,0,0.0,0.0,2.6,5.0,0.0,0.0,0.0
2016,1,1,20,15,0.0,0.0,2.55,5.0,0.0,0.0,0.0
2016,1,1,20,30,0.0,0.0,2.5,5.0,0.0,0.0,0.0
2016,1,1,20,45,0.0,0.0,2.5,5.0,0.0,0.0,0.0
2016,1,1,21,0,0.0,0.0,2.5,5.0,0.0,0.0,0.0
2016,1,1,21,15,0.0,0.0,2.5,5.0,0.0,0.0,0.0
2016,1,1,21,30,0.0,0.0,2.5,5.0,0.0,0.0,0.0
2016,1,1,21,45,0.0,0.0,2.5,5.0,0.0,0.0,0.0
2016,1,1,22,0,0.0,0.0,2.5,5.0,0.0,0.0,0.0
2016,1,1,22,15,0.0,0.0,2.5,5.0,0.0,0.0,0.0
2016,1,1,22,30,0.0,0.0,2.5,5.0,0.0,0.0,0.0
2016,1,1,22,45,0.0,0.0,2.5,5.0,0.0,0.0,0.0
2016,1,1,23,0,0.0,0.0,2.5,5.0,0.0,0.0,0.0
2016,1,1,23,15,0.0,0.0,2.45,5.0,0.0,0.0,0.0
2016,1,1,23,30,0.0,0.0,2.4,5.0,0.0,0.0,0.0
2016,1,1,23,45,0.0,0.0,2.4,5.0,0.0,0.0,0.0
2016,1,2,0,0,0.0,0.0,2.4,5.0,0.0,0.0,0.0
2016,1,2,0,15,0.0,0.0,2.4,5.0,0.0,0.0,0.0
2016,1,2,0,30,0.0,0.0,2.4,5.0,0.0,0.0,0.0
2016,1,2,0,45,0.0,0.0,2.4,5.0,0.0,0.0,0.0
2016,1,2,1,0,0.0,0.0,2.4,5.0,0.0,0.0,0.0
2016,1,2,1,15,0.0,0.0,2.4,5.0,0.0,0.0,0.0
2016,1,2,1,30,0.0,0.0,2.4,5.0,0.0,0.0,0.0
2016,1,2,1,45,0.0,0.0,2.45,5.0,0.0,0.0,0.0
2016,1,2,2,0,0.0,0.0,2.5,5.0,0.0,0.0,0.0
2016,1,2,2,15,0.0,0.0,2.5,5.0,0.0,0.0,0.0
2016,1,2,2,30,0.0,0.0,2.5,5.0,0.0,0.0,0.0
2016,1,2,2,45,0.0,0.0,2.55,5.0,0.0,0.0,0.0
2016,1,2,3,0,0.0,0.0,2.6,5.0,0.0,0.0,0.0
2016,1,2,3,15,0.0,0.0,2.6,4.5,0.0,0.0,0.0
2016,1,2,3,30,0.0,0.0,2.6,4.0,0.0,0.0,0.0
2016,1,2,3,45,0.0,0.0,2.65,4.0,0.0,0.0,0.0
2016,1,2,4,0,0.0,0.0,2.7,4.0,0.0,0.0,0.0
2016,1,2,4,15,0.0,0.0,2.7,4.0,0.0,0.0,0.0
2016,1,2,4,30,0.0,0.0,2.7,4.0,0.0,0.0,0.0
2016,1,2,4,45,0.0,0.0,2.75,4.0,0.0,0.0,0.0
2016,1,2,5,0,0.0,0.0,2.8,4.0,0.0,0.0,0.0
2016,1,2,5,15,0.0,0.0,2.9,4.0,0.0,0.0,0.0
2016,1,2,5,30,0.0,0.0,3.0,4.0,0.0,0.0,0.0
2016,1,2,5,45,0.0,0.0,3.1,4.0,0.0,0.0,0.0
2016,1,2,6,0,0.0,0.0,3.2,4.0,0.0,0.0,0.0
2016,1,2,6,15,0.0,0.0,3.25,4.0,0.0,0.0,0.0
2016,1,2,6,30,0.0,0.0,3.3,4.0,0.0,0.0,0.0
2016,1,2,6,45,0.0,0.0,3.4,4.0,0.0,0.0,0.0
2016,1,2,7,0,0.0,0.0,3.5,4.0,0.0,0.0,0.0
2016,1,2,7,15,0.0,0.0,3.55,4.0,0.0,0.0,0.0
2016,1,2,7,30,0.0,0.0,3.6,4.0,0.0,0.0,0.0
2016,1,2,7,45,25.0,15.5,3.7,4.5,18.0,14.08,0.0
2016,1,2,8,0,50.0,31.0,3.8,5.0,36.0,27.18,16.5
2016,1,2,8,15,76.0,48.0,3.8,5.0,59.0,41.05,30.98
2016,1,2,8,30,102.0,65.0,3.8,5.0,82.0,54.55,43.96
2016,1,2,8,45,117.0,82.0,3.85,5.5,107.0,70.37,54.44
2016,1,2,9,0,132.0,99.0,3.9,6.0,132.0,92.68,70.78
2016,1,2,9,15,141.5,115.0,3.85,6.5,155.0,115.01,88.48
2016,1,2,9,30,151.0,131.0,3.8,7.0,178.0,138.09,107.55
2016,1,2,9,45,164.0,143.0,3.8,7.5,199.5,159.23,125.21
2016,1,2,10,0,177.0,155.0,3.8,8.0,221.0,181.12,143.72
2016,1,2,10,15,388.0,132.5,3.85,8.0,290.5,222.71,173.18
2016,1,2,10,30,599.0,110.0,3.9,8.0,360.0,281.64,219.2
2016,1,2,10,45,709.5,94.0,4.0,8.5,405.0,324.84,255.4
2016,1,2,11,0,820.0,78.0,4.1,9.0,450.0,374.41,297.17
2016,1,2,11,15,477.0,145.5,4.2,9.5,363.5,326.94,264.48
2016,1,2,11,30,134.0,213.0,4.3,10.0,277.0,260.5,213.01
2016,1,2,11,45,129.0,216.5,4.4,10.5,278.5,266.47,218.08
2016,1,2,12,0,124.0,220.0,4.5,11.0,280.0,271.88,222.45
2016,1,2,12,15,87.0,212.5,4.55,11.0,254.5,248.97,203.83
2016,1,2,12,30,50.0,205.0,4.6,11.0,229.0,225.84,184.8
2016,1,2,12,45,53.0,203.0,4.65,11.5,228.0,227.07,185.71
2016,1,2,13,0,56.0,201.0,4.7,12.0,227.0,228.21,186.52
2016,1,2,13,15,62.0,196.5,4.7,12.0,225.0,228.23,186.79
2016,1,2,13,30,68.0,192.0,4.7,12.0,223.0,228.12,186.97
2016,1,2,13,45,40.0,171.5,4.7,12.0,189.5,193.52,158.27
2016,1,2,14,0,12.0,151.0,4.7,12.0,156.0,155.26,126.31
2016,1,2,14,15,6.0,108.5,4.6,12.0,111.0,109.22,87.7
2016,1,2,14,30,0.0,66.0,4.5,12.0,66.0,63.79,49.17
2016,1,2,14,45,0.0,59.5,4.4,12.0,59.5,57.5,43.86
2016,1,2,15,0,0.0,53.0,4.3,12.0,53.0,51.2,38.48
2016,1,2,15,15,0.0,46.0,4.05,11.5,46.0,44.43,32.71
2016,1,2,15,30,0.0,39.0,3.8,11.0,39.0,37.66,26.86
2016,1,2,15,45,0.0,31.5,3.55,10.5,31.5,30.4,20.52
2016,1,2,16,0,0.0,24.0,3.3,10.0,24.0,23.16,14.11
2016,1,2,16,15,0.0,16.5,3.35,9.5,16.5,15.91,7.63
2016,1,2,16,30,0.0,9.0,3.4,9.0,9.0,8.67,0.62
2016,1,2,16,45,0.0,4.5,3.45,9.0,4.5,4.42,0.0
2016,1,2,17,0,0.0,0.0,3.5,9.0,0.0,0.0,0.0
2016,1,2,17,15,0.0,0.0,3.6,8.5,0.0,0.0,0.0
2016,1,2,17,30,0.0,0.0,3.7,8.0,0.0,0.0,0.0
2016,1,2,17,45,0.0,0.0,3.8,8.0,0.0,0.0,0.0
2016,1,2,18,0,0.0,0.0,3.9,8.0,0.0,0.0,0.0
2016,1,2,18,15,0.0,0.0,4.0,8.0,0.0,0.0,0.0
2016,1,2,18,30,0.0,0.0,4.1,8.0,0.0,0.0,0.0
2016,1,2,18,45,0.0,0.0,4.2,8.0,0.0,0.0,0.0
2016,1,2,19,0,0.0,0.0,4.3,8.0,0.0,0.0,0.0
2016,1,2,19,15,0.0,0.0,4.35,8.0,0.0,0.0,0.0
2016,1,2,19,30,0.0,0.0,4.4,8.0,0.0,0.0,0.0
2016,1,2,19,45,0.0,0.0,4.5,8.0,0.0,0.0,0.0
2016,1,2,20,0,0.0,0.0,4.6,8.0,0.0,0.0,0.0
2016,1,2,20,15,0.0,0.0,4.6,7.5,0.0,0.0,0.0
2016,1,2,20,30,0.0,0.0,4.6,7.0,0.0,0.0,0.0
2016,1,2,20,45,0.0,0.0,4.7,7.0,0.0,0.0,0.0
2016,1,2,21,0,0.0,0.0,4.8,7.0,0.0,0.0,0.0
2016,1,2,21,15,0.0,0.0,4.85,7.0,0.0,0.0,0.0
2016,1,2,21,30,0.0,0.0,4.9,7.0,0.0,0.0,0.0
2016,1,2,21,45,0.0,0.0,4.95,7.0,0.0,0.0,0.0
2016,1,2,22,0,0.0,0.0,5.0,7.0,0.0,0.0,0.0
2016,1,2,22,15,0.0,0.0,5.05,7.0,0.0,0.0,0.0
2016,1,2,22,30,0.0,0.0,5.1,7.0,0.0,0.0,0.0
2016,1,2,22,45,0.0,0.0,5.2,7.0,0.0,0.0,0.0
2016,1,2,23,0,0.0,0.0,5.3,7.0,0.0,0.0,0.0
2016,1,2,23,15,0.0,0.0,5.3,6.5,0.0,0.0,0.0
2016,1,2,23,30,0.0,0.0,5.3,6.0,0.0,0.0,0.0
2016,1,2,23,45,0.0,0.0,5.35,6.0,0.0,0.0,0.0
2016,1,3,0,0,0.0,0.0,5.4,6.0,0.0,0.0,0.0
2016,1,3,0,15,0.0,0.0,5.35,6.0,0.0,0.0,0.0
2016,1,3,0,30,0.0,0.0,5.3,6.0,0.0,0.0,0.0
2016,1,3,0,45,0.0,0.0,5.3,6.0,0.0,0.0,0.0
2016,1,3,1,0,0.0,0.0,5.3,6.0,0.0,0.0,0.0
2016,1,3,1,15,0.0,0.0,5.3,6.0,0.0,0.0,0.0
2016,1,3,1,30,0.0,0.0,5.3,6.0,0.0,0.0,0.0
2016,1,3,1,45,0.0,0.0,5.35,6.0,0.0,0.0,0.0
2016,1,3,2,0,0.0,0.0,5.4,6.0,0.0,0.0,0.0
2016,1,3,2,15,0.0,0.0,5.45,6.0,0.0,0.0,0.0
2016,1,3,2,30,0.0,0.0,5.5,6.0,0.0,0.0,0.0
2016,1,3,2,45,0.0,0.0,5.55,6.0,0.0,0.0,0.0
2016,1,3,3,0,0.0,0.0,5.6,6.0,0.0,0.0,0.0
2016,1,3,3,15,0.0,0.0,5.7,6.0,0.0,0.0,0.0
2016,1,3,3,30,0.0,0.0,5.8,6.0,0.0,0.0,0.0
2016,1,3,3,45,0.0,0.0,5.95,6.5,0.0,0.0,0.0
2016,1,3,4,0,0.0,0.0,6.1,7.0,0.0,0.0,0.0
2016,1,3,4,15,0.0,0.0,6.1,7.0,0.0,0.0,0.0
2016,1,3,4,30,0.0,0.0,6.1,7.0,0.0,0.0,0.0
2016,1,3,4,45,0.0,0.0,6.1,7.0,0.0,0.0,0.0
2016,1,3,5,0,0.0,0.0,6.1,7.0,0.0,0.0,0.0
2016,1,3,5,15,0.0,0.0,5.85,7.0,0.0,0.0,0.0
2016,1,3,5,30,0.0,0.0,5.6,7.0,0.0,0.0,0.0
2016,1,3,5,45,0.0,0.0,5.4,7.0,0.0,0.0,0.0
2016,1,3,6,0,0.0,0.0,5.2,7.0,0.0,0.0,0.0
2016,1,3,6,15,0.0,0.0,5.0,7.0,0.0,0.0,0.0
2016,1,3,6,30,0.0,0.0,4.8,7.0,0.0,0.0,0.0
2016,1,3,6,45,0.0,0.0,4.65,7.0,0.0,0.0,0.0
2016,1,3,7,0,0.0,0.0,4.5,7.0,0.0,0.0,0.0
2016,1,3,7,15,0.0,0.0,4.4,7.0,0.0,0.0,0.0
2016,1,3,7,30,0.0,0.0,4.3,7.0,0.0,0.0,0.0
2016,1,3,7,45,0.0,10.0,4.2,7.5,10.0,9.64,0.0
2016,1,3,8,0,0.0,20.0,4.1,8.0,20.0,19.3,9.91
2016,1,3,8,15,0.0,33.0,4.0,8.0,33.0,31.73,22.39
2016,1,3,8,30,0.0,46.0,3.9,8.0,46.0,43.72,33.74
2016,1,3,8,45,0.0,59.5,3.8,8.5,59.5,56.09,42.91
2016,1,3,9,0,0.0,73.0,3.7,9.0,73.0,68.73,53.96
2016,1,3,9,15,0.0,86.0,3.6,9.0,86.0,81.02,64.67
2016,1,3,9,30,0.0,99.0,3.5,9.0,99.0,93.36,75.31
2016,1,3,9,45,0.0,110.0,3.4,9.5,110.0,103.99,84.19
2016,1,3,10,0,0.0,121.0,3.3,10.0,121.0,114.63,92.98
2016,1,3,10,15,0.0,100.5,3.35,10.0,100.5,96.37,77.32
2016,1,3,10,30,0.0,80.0,3.4,10.0,80.0,77.3,60.98
2016,1,3,10,45,16.0,130.5,3.5,10.0,138.0,130.3,105.61
2016,1,3,11,0,32.0,181.0,3.6,10.0,196.0,183.35,149.76
2016,1,3,11,15,54.0,194.5,3.8,10.0,220.0,206.61,168.86
2016,1,3,11,30,76.0,208.0,4.0,10.0,244.0,231.11,189.14
2016,1,3,11,45,81.5,212.0,4.2,10.5,251.5,240.37,196.63
2016,1,3,12,0,87.0,216.0,4.4,11.0,259.0,249.67,204.17
2016,1,3,12,15,96.0,217.5,4.4,11.0,265.0,258.21,211.39
2016,1,3,12,30,105.0,219.0,4.4,11.0,271.0,266.77,218.66
2016,1,3,12,45,217.0,206.5,4.4,11.0,311.5,315.66,259.69
2016,1,3,13,0,329.0,194.0,4.4,11.0,352.0,366.62,302.11
2016,1,3,13,15,357.5,182.5,4.05,11.0,349.0,372.9,307.29
2016,1,3,13,30,386.0,171.0,3.7,11.0,346.0,377.99,311.67
2016,1,3,13,45,337.0,169.5,3.35,11.5,317.0,352.32,290.03
2016,1,3,14,0,288.0,168.0,3.0,12.0,288.0,325.99,267.87
2016,1,3,14,15,205.5,162.0,2.65,12.0,244.5,273.2,224.45
2016,1,3,14,30,123.0,156.0,2.3,12.0,201.0,225.94,185.21
2016,1,3,14,45,113.5,142.5,2.0,12.0,181.0,206.85,169.42
2016,1,3,15,0,104.0,129.0,1.7,12.0,161.0,187.66,153.27
2016,1,3,15,15,95.5,112.5,1.55,11.5,139.5,165.39,134.69
2016,1,3,15,30,87.0,96.0,1.4,11.0,118.0,143.06,115.71
2016,1,3,15,45,71.0,79.0,1.3,11.0,94.5,117.19,93.29
2016,1,3,16,0,55.0,62.0,1.2,11.0,71.0,87.36,67.37
2016,1,3,16,15,31.0,45.0,1.3,10.5,50.0,59.83,43.46
2016,1,3,16,30,7.0,28.0,1.4,10.0,29.0,30.89,16.97
2016,1,3,16,45,3.5,14.0,1.5,10.0,14.5,14.44,0.0
2016,1,3,17,0,0.0,0.0,1.6,10.0,0.0,0.0,0.0
2016,1,3,17,15,0.0,0.0,1.7,9.5,0.0,0.0,0.0
2016,1,3,17,30,0.0,0.0,1.8,9.0,0.0,0.0,0.0
2016,1,3,17,45,0.0,0.0,1.95,9.0,0.0,0.0,0.0
2016,1,3,18,0,0.0,0.0,2.1,9.0,0.0,0.0,0.0
2016,1,3,18,15,0.0,0.0,2.2,9.0,0.0,0.0,0.0
2016,1,3,18,30,0.0,0.0,2.3,9.0,0.0,0.0,0.0
2016,1,3,18,45,0.0,0.0,2.45,9.0,0.0,0.0,0.0
2016,1,3,19,0,0.0,0.0,2.6,9.0,0.0,0.0,0.0
2016,1,3,19,15,0.0,0.0,2.7,8.5,0.0,0.0,0.0
2016,1,3,19,30,0.0,0.0,2.8,8.0,0.0,0.0,0.0
2016,1,3,19,45,0.0,0.0,2.9,8.0,0.0,0.0,0.0
2016,1,3,20,0,0.0,0.0,3.0,8.0,0.0,0.0,0.0
2016,1,3,20,15,0.0,0.0,3.05,8.0,0.0,0.0,0.0
2016,1,3,20,30,0.0,0.0,3.1,8.0,0.0,0.0,0.0
2016,1,3,20,45,0.0,0.0,3.15,8.0,0.0,0.0,0.0
2016,1,3,21,0,0.0,0.0,3.2,8.0,0.0,0.0,0.0
2016,1,3,21,15,0.0,0.0,3.25,8.0,0.0,0.0,0.0
2016,1,3,21,30,0.0,0.0,3.3,8.0,0.0,0.0,0.0
2016,1,3,21,45,0.0,0.0,3.35,8.0,0.0,0.0,0.0
2016,1,3,22,0,0.0,0.0,3.4,8.0,0.0,0.0,0.0
2016,1,3,22,15,0.0,0.0,3.45,8.0,0.0,0.0,0.0
2016,1,3,22,30,0.0,0.0,3.5,8.0,0.0,0.0,0.0
2016,1,3,22,45,0.0,0.0,3.6,8.0,0.0,0.0,0.0
2016,1,3,23,0,0.0,0.0,3.7,8.0,0.0,0.0,0.0
2016,1,3,23,15,0.0,0.0,3.75,8.0,0.0,0.0,0.0
2016,1,3,23,30,0.0,0.0,3.8,8.0,0.0,0.0,0.0
2016,1,3,23,45,0.0,0.0,3.9,8.0,0.0,0.0,0.0
2016,1,4,0,0,0.0,0.0,4.0,8.0,0.0,0.0,0.0
2016,1,4,0,15,0.0,0.0,4.1,8.0,0.0,0.0,0.0
2016,1,4,0,30,0.0,0.0,4.2,8.0,0.0,0.0,0.0
2016,1,4,0,45,0.0,0.0,4.35,8.0,0.0,0.0,0.0
2016,1,4,1,0,0.0,0.0,4.5,8.0,0.0,0.0,0.0
2016,1,4,1,15,0.0,0.0,4.65,8.0,0.0,0.0,0.0
2016,1,4,1,30,0.0,0.0,4.8,8.0,0.0,0.0,0.0
2016,1,4,1,45,0.0,0.0,5.0,8.0,0.0,0.0,0.0
2016,1,4,2,0,0.0,0.0,5.2,8.0,0.0,0.0,0.0
2016,1,4,2,15,0.0,0.0,5.3,8.0,0.0,0.0,0.0
2016,1,4,2,30,0.0,0.0,5.4,8.0,0.0,0.0,0.0
2016,1,4,2,45,0.0,0.0,5.55,8.0,0.0,0.0,0.0
2016,1,4,3,0,0.0,0.0,5.7,8.0,0.0,0.0,0.0
2016,1,4,3,15,0.0,0.0,5.75,8.0,0.0,0.0,0.0
2016,1,4,3,30,0.0,0.0,5.8,8.0,0.0,0.0,0.0
2016,1,4,3,45,0.0,0.0,5.85,8.5,0.0,0.0,0.0
2016,1,4,4,0,0.0,0.0,5.9,9.0,0.0,0.0,0.0
2016,1,4,4,15,0.0,0.0,5.85,9.0,0.0,0.0,0.0
2016,1,4,4,30,0.0,0.0,5.8,9.0,0.0,0.0,0.0
2016,1,4,4,45,0.0,0.0,5.8,9.0,0.0,0.0,0.0
2016,1,4,5,0,0.0,0.0,5.8,9.0,0.0,0.0,0.0
2016,1,4,5,15,0.0,0.0,5.7,9.0,0.0,0.0,0.0
2016,1,4,5,30,0.0,0.0,5.6,9.0,0.0,0.0,0.0
2016,1,4,5,45,0.0,0.0,5.6,9.5,0.0,0.0,0.0
2016,1,4,6,0,0.0,0.0,5.6,10.0,0.0,0.0,0.0
2016,1,4,6,15,0.0,0.0,5.45,10.0,0.0,0.0,0.0
2016,1,4,6,30,0.0,0.0,5.3,10.0,0.0,0.0,0.0
2016,1,4,6,45,0.0,0.0,5.15,10.0,0.0,0.0,0.0
2016,1,4,7,0,0.0,0.0,5.0,10.0,0.0,0.0,0.0
2016,1,4,7,15,0.0,0.0,5.0,10.0,0.0,0.0,0.0
2016,1,4,7,30,0.0,0.0,5.0,10.0,0.0,0.0,0.0
2016,1,4,7,45,179.0,13.5,5.05,10.5,29.5,10.08,0.0
2016,1,4,8,0,358.0,27.0,5.1,11.0,59.0,20.8,10.91
2016,1,4,8,15,451.0,34.5,5.15,11.0,97.0,25.49,16.64
2016,1,4,8,30,544.0,42.0,5.2,11.0,135.0,30.03,21.14
2016,1,4,8,45,604.0,46.5,5.3,11.5,174.5,44.39,25.78
2016,1,4,9,0,664.0,51.0,5.4,12.0,214.0,80.69,41.05
2016,1,4,9,15,700.0,54.5,5.5,12.0,251.5,118.2,65.53
2016,1,4,9,30,736.0,58.0,5.6,12.0,289.0,157.92,96.71
2016,1,4,9,45,487.0,104.5,5.7,12.5,264.5,182.5,129.46
2016,1,4,10,0,238.0,151.0,5.8,13.0,240.0,189.77,146.47
2016,1,4,10,15,317.0,152.0,5.9,13.0,279.5,222.79,172.79
2016,1,4,10,30,396.0,153.0,6.0,13.0,319.0,259.67,203.02
2016,1,4,10,45,375.5,166.0,6.15,13.5,329.5,280.7,222.24
2016,1,4,11,0,355.0,179.0,6.3,14.0,340.0,298.69,238.46
2016,1,4,11,15,201.0,189.0,6.4,14.0,281.0,259.41,209.12
2016,1,4,11,30,47.0,199.0,6.5,14.0,222.0,210.53,170.31
2016,1,4,11,45,158.0,205.5,6.6,14.0,283.5,268.94,218.34
2016,1,4,12,0,269.0,212.0,6.7,14.0,345.0,332.72,270.76
2016,1,4,12,15,144.0,199.0,6.75,14.0,270.0,264.96,215.71
2016,1,4,12,30,19.0,186.0,6.8,14.0,195.0,190.06,153.66
2016,1,4,12,45,21.5,186.0,6.9,14.0,196.5,192.07,155.52
2016,1,4,13,0,24.0,186.0,7.0,14.0,198.0,194.1,157.35
2016,1,4,13,15,17.5,175.5,7.0,14.0,184.0,180.97,146.56
2016,1,4,13,30,11.0,165.0,7.0,14.0,170.0,167.67,135.61
2016,1,4,13,45,5.5,90.0,7.0,14.0,92.5,90.08,70.8
2016,1,4,14,0,0.0,15.0,7.0,14.0,15.0,14.47,6.7
2016,1,4,14,15,0.0,44.5,6.75,13.5,44.5,42.98,31.11
2016,1,4,14,30,0.0,74.0,6.5,13.0,74.0,71.63,55.66
2016,1,4,14,45,0.0,66.5,6.3,13.0,66.5,64.28,49.45
2016,1,4,15,0,0.0,59.0,6.1,13.0,59.0,57.02,43.28
2016,1,4,15,15,0.0,51.0,5.95,12.5,51.0,49.27,36.71
2016,1,4,15,30,0.0,43.0,5.8,12.0,43.0,41.53,30.06
2016,1,4,15,45,0.0,35.0,5.7,12.0,35.0,33.79,23.27
2016,1,4,16,0,0.0,27.0,5.6,12.0,27.0,26.06,16.44
2016,1,4,16,15,0.0,19.0,5.55,12.0,19.0,18.33,9.56
2016,1,4,16,30,0.0,11.0,5.5,12.0,11.0,10.6,2.25
2016,1,4,16,45,0.0,5.5,5.5,12.0,5.5,5.3,0.0
2016,1,4,17,0,0.0,0.0,5.5,12.0,0.0,0.0,0.0
